1000,-157769.88914093,0.002056731,206.621909076086,0.185037713
1000,-157769.88914093,0.002023906,206.621909076153,0.265979769
1000,-157769.88914093,0.002052785,206.621909075542,0.174878662
1000,-157769.88914093,0.002045362,206.621909075745,0.162513311
1000,-157769.88914093,0.002051801,206.621909076427,0.164932385
1000,-157769.88914093,0.002011949,206.621909075904,0.164347468
1000,-157769.88914093,0.002086127,206.621909075286,0.170275687
1000,-157769.88914093,0.001964981,206.621909076111,0.169860433
1000,-157769.88914093,0.002026448,206.621909075789,0.178779864
1000,-157769.88914093,0.002085799,206.621909076213,0.166540064
3000,-512031.107721576,0.016486446,449.999066869708,0.450165905
3000,-512031.107721576,0.016679532,449.999066840391,0.446965474
3000,-512031.107721576,0.025822515,449.999066877064,0.472535628
3000,-512031.107721576,0.016389749,449.999066855339,0.446589172
3000,-512031.107721576,0.017090885,449.999066866086,0.516641164
3000,-512031.107721576,0.016221237,449.999066856947,0.448398992
3000,-512031.107721576,0.016367381,449.999066837874,0.458482934
3000,-512031.107721576,0.0262449,449.999066864515,0.45533538
3000,-512031.107721576,0.016369989,449.999066858159,0.440223174
3000,-512031.107721576,0.015584203,449.999066846896,0.458054963
5000,-871064.102451718,0.043536925,2678.92358680017,0.74632319
5000,-871064.102451718,0.04323725,2678.92358686998,0.766884601
5000,-871064.102451718,0.043468383,2678.92358675775,0.815818158
5000,-871064.102451718,0.043426288,2678.92358686845,0.73542188
5000,-871064.102451718,0.045277279,2678.92358682075,0.731269833
5000,-871064.102451718,0.045438444,2678.92358686536,0.752231731
5000,-871064.102451718,0.043188539,2678.92358699797,0.735003073
5000,-871064.102451718,0.045391975,2678.92358675969,0.773516952
5000,-871064.102451718,0.043394223,2678.92358680818,0.73823626
5000,-871064.102451718,0.043397731,2678.92358677149,0.794667955
10000,-1782281.19074634,0.166356648,351.687382594694,1.464517442
10000,-1782281.19074634,0.169244756,351.687383317056,1.468382448
10000,-1782281.19074634,0.163460034,351.687382954102,1.479543657
10000,-1782281.19074634,0.166692418,351.687383413413,1.483173047
10000,-1782281.19074634,0.179378423,351.687383125399,1.482615058
10000,-1782281.19074634,0.17143989,351.687382292624,1.48704602
10000,-1782281.19074634,0.168951242,351.687382458538,1.452740172
10000,-1782281.19074635,0.16425991,351.687383033039,1.46914238
10000,-1782281.19074634,0.167514291,351.687383446726,1.575235121
10000,-1782281.19074634,0.164389397,351.687382918106,1.535375061
12000,-2152338.53330252,0.241367145,2116.93509184136,5.552070735
12000,-2152338.53330252,0.257431382,2116.93508825894,3.903131506
12000,-2152338.53330252,0.261130012,2116.93508783837,1.804790106
12000,-2152338.53330252,0.257662701,2116.93508784608,1.824393707
12000,-2152338.53330252,0.261952602,2116.93508752894,1.730199565
12000,-2152338.53330252,0.240880685,2116.93508764317,1.732047987
12000,-2152338.53330252,0.238132688,2116.93508712892,1.72492984
12000,-2152338.53330252,0.232247135,2116.93508716851,1.732212753
12000,-2152338.53330252,0.25420069,2116.93508787403,1.72769548
12000,-2152338.53330252,0.237154056,2116.93508753198,1.73244277
15000,-2716523.361939,0.377535237,1246.97843900311,2.17522681
15000,-2716523.361939,0.377143096,1246.97844041474,2.173718288
15000,-2716523.361939,0.372568504,1246.97844038365,2.196619905
15000,-2716523.361939,0.361839207,1246.9784386263,2.338764663
15000,-2716523.361939,0.375062505,1246.97843951005,2.327549578
15000,-2716523.361939,0.362527854,1246.9784412645,2.332469392
15000,-2716523.361939,0.36300929,1246.97844050683,2.328971521
15000,-2716523.361939,0.373906107,1246.97844038505,2.327708008
15000,-2716523.361939,0.362726319,1246.97844148373,2.32653762
15000,-2716523.361939,0.378086644,1246.97844003843,2.320317601
20000,-3675952.2880843,0.67503787,2208.54903720213,3.112382478
20000,-3675952.2880843,0.666389732,2208.54903511032,3.119520979
20000,-3675952.2880843,0.681926215,2208.54903522943,3.129487259
20000,-3675952.2880843,0.658362684,2208.54903551824,3.126871005
20000,-3675952.2880843,0.642388827,2208.5490375855,3.137707059
20000,-3675952.2880843,0.666616878,2208.54903104254,3.120483898
20000,-3675952.28808429,0.64840335,2208.54903385526,3.131147563
20000,-3675952.2880843,0.63916749,2208.54903525357,3.142419206
20000,-3675952.2880843,0.66085083,2208.5490402281,3.130297837
20000,-3675952.28808429,0.643870789,2208.54902916723,3.137196522
25000,-4668253.72527447,1.001910947,2884.12426024184,3.941651276
25000,-4668253.72527447,0.974429994,2884.12426629535,3.952251
25000,-4668253.72527447,0.973126098,2884.12425855345,3.939528655
25000,-4668253.72527447,0.943947293,2884.12425974097,3.967810618
25000,-4668253.72527447,0.99026447,2884.1242589871,3.943558723
25000,-4668253.72527447,0.972305162,2884.12425895814,3.951704927
25000,-4668253.72527447,0.975405059,2884.12426499718,3.956901386
25000,-4668253.72527447,0.978883713,2884.12425676861,3.951101949
25000,-4668253.72527447,0.982506771,2884.12425862283,3.946025691
25000,-4668253.72527447,0.988080429,2884.12426697065,3.942812595
